record_id_a,record_id_b,match_score,match_type,matched_fields
SOC_100299,CONF_100301,0.99,deterministic,member_number_exact|name_exact|address_fuzzy|society_exact
SEC_100300,CONF_100301,0.99,deterministic,member_number_exact|name_exact|address_fuzzy|society_exact
MBR_100302,SOC_100303,0.99,deterministic,member_number_exact|name_fuzzy|phone_exact|society_exact
MBR_100302,CONF_100304,0.66,probabilistic,name_fuzzy|phone_exact|address_fuzzy|society_exact
SOC_100303,CONF_100304,0.7,probabilistic,name_exact|phone_exact|society_exact
MBR_100305,XPL_100306,0.8,probabilistic,email_domain_fuzzy|name_exact|phone_exact|address_fuzzy|society_exact
MBR_100305,SEC_100307,0.99,deterministic,member_number_exact|email_domain_fuzzy|name_fuzzy|address_fuzzy|society_exact
MBR_100305,CONF_100308,0.99,deterministic,member_number_exact|name_fuzzy|address_fuzzy|society_exact
XPL_100306,SEC_100307,0.65,probabilistic,email_domain_fuzzy|name_fuzzy|address_fuzzy|society_exact
XPL_100306,CONF_100308,0.6,probabilistic,name_fuzzy|address_fuzzy|society_exact
SEC_100307,CONF_100308,0.92,deterministic,member_number_exact|address_fuzzy|society_exact
MBR_100310,SEC_100311,0.99,deterministic,member_number_exact|name_exact|phone_exact|society_exact
MBR_100310,SOC_100312,0.98,deterministic,member_number_exact|name_exact|society_exact
SEC_100311,SOC_100312,0.99,deterministic,member_number_exact|email_domain_fuzzy|name_exact|society_exact
MBR_100314,SEC_100315,0.96,deterministic,member_number_exact|phone_exact|society_exact
MBR_100314,XPL_100316,0.65,probabilistic,email_domain_fuzzy|phone_exact|address_fuzzy|society_exact
MBR_100314,SOC_100317,0.99,deterministic,member_number_exact|phone_exact|address_fuzzy|society_exact
SEC_100315,XPL_100316,0.69,probabilistic,name_exact|phone_exact|society_exact
SEC_100315,SOC_100317,0.99,deterministic,member_number_exact|email_domain_fuzzy|name_exact|phone_exact|society_exact
XPL_100316,SOC_100317,0.76,probabilistic,name_exact|phone_exact|address_fuzzy|society_exact
MBR_100319,SEC_100320,0.99,deterministic,member_number_exact|name_exact|phone_exact|address_fuzzy
MBR_100319,XPL_100321,0.69,probabilistic,email_domain_fuzzy|name_fuzzy|phone_exact|address_fuzzy
MBR_100319,CONF_100322,0.99,deterministic,member_number_exact|name_exact|phone_exact|address_fuzzy
SEC_100320,XPL_100321,0.62,probabilistic,name_fuzzy|phone_exact|society_exact
SEC_100320,CONF_100322,0.99,deterministic,member_number_exact|name_exact|phone_exact|address_fuzzy|society_exact
XPL_100321,CONF_100322,0.66,probabilistic,name_fuzzy|phone_exact|address_fuzzy|society_exact
MBR_100323,CONF_100324,0.99,deterministic,member_number_exact|phone_exact|address_fuzzy
MBR_100323,SEC_100325,0.99,deterministic,member_number_exact|email_domain_fuzzy|name_exact|address_fuzzy|society_exact
MBR_100323,XPL_100326,0.99,deterministic,member_number_exact|email_exact|address_fuzzy|society_exact
CONF_100324,SEC_100325,0.91,deterministic,member_number_exact|address_fuzzy
CONF_100324,XPL_100326,0.9,deterministic,member_number_exact|address_fuzzy
SEC_100325,XPL_100326,0.99,deterministic,member_number_exact|email_domain_fuzzy|phone_exact|address_fuzzy|society_exact
MBR_100327,SEC_100328,0.99,deterministic,member_number_exact|email_domain_fuzzy|name_exact|address_fuzzy|society_exact
MBR_100327,CONF_100329,0.99,deterministic,member_number_exact|name_exact|phone_exact|address_fuzzy|society_exact
MBR_100327,SOC_100330,0.99,deterministic,member_number_exact|email_domain_fuzzy|name_exact|address_fuzzy|society_exact
SEC_100328,CONF_100329,0.99,deterministic,member_number_exact|name_exact|address_fuzzy|society_exact
SEC_100328,SOC_100330,0.99,deterministic,member_number_exact|email_domain_fuzzy|name_exact|phone_exact|address_fuzzy|society_exact
CONF_100329,SOC_100330,0.99,deterministic,member_number_exact|name_exact|address_fuzzy|society_exact
MBR_100331,CONF_100332,0.99,deterministic,member_number_exact|email_domain_fuzzy|name_exact|society_exact
MBR_100331,SOC_100333,0.99,deterministic,member_number_exact|name_exact|society_exact
MBR_100331,SEC_100334,0.99,deterministic,member_number_exact|email_domain_fuzzy|name_exact|phone_exact|society_exact
CONF_100332,SOC_100333,0.99,deterministic,member_number_exact|name_exact|phone_exact|society_exact
CONF_100332,SEC_100334,0.99,deterministic,member_number_exact|email_domain_fuzzy|name_exact|address_fuzzy|society_exact
SOC_100333,SEC_100334,0.98,deterministic,member_number_exact|name_exact|society_exact
MBR_100335,CONF_100336,0.51,probabilistic,address_fuzzy|society_exact
MBR_100337,CONF_100338,0.96,deterministic,member_number_exact|phone_exact|address_fuzzy
MBR_100337,XPL_100339,0.99,deterministic,member_number_exact|email_domain_fuzzy|name_exact|phone_exact|address_fuzzy
MBR_100337,SOC_100340,0.99,deterministic,member_number_exact|email_domain_fuzzy|phone_exact|address_fuzzy
CONF_100338,XPL_100339,0.97,deterministic,member_number_exact|phone_exact|address_fuzzy|society_exact
CONF_100338,SOC_100340,0.99,deterministic,member_number_exact|name_exact|phone_exact|address_fuzzy
XPL_100339,SOC_100340,0.98,deterministic,member_number_exact|email_domain_fuzzy|phone_exact|address_fuzzy
MBR_100341,XPL_100342,0.99,deterministic,member_number_exact|email_domain_fuzzy|name_exact|phone_exact|address_fuzzy|society_exact
MBR_100341,SEC_100343,0.99,deterministic,member_number_exact|email_domain_fuzzy|name_exact|phone_exact|address_fuzzy|society_exact
XPL_100342,SEC_100343,0.99,deterministic,member_number_exact|email_domain_fuzzy|name_exact|phone_exact|society_exact
MBR_100344,CONF_100345,0.69,probabilistic,name_exact|phone_exact|society_exact
MBR_100344,SOC_100346,0.99,deterministic,member_number_exact|email_domain_fuzzy|name_exact
CONF_100345,SOC_100346,0.65,probabilistic,name_exact|address_fuzzy
MBR_100347,SOC_100348,0.94,deterministic,member_number_exact|email_domain_fuzzy|address_fuzzy
MBR_100349,CONF_100350,0.52,probabilistic,address_fuzzy|society_exact
MBR_100351,CONF_100352,0.78,probabilistic,email_exact|name_exact|society_exact
MBR_100355,SOC_100356,0.99,deterministic,member_number_exact|name_exact|phone_exact|society_exact
MBR_100357,SEC_100358,0.99,deterministic,member_number_exact|email_domain_fuzzy|name_exact|phone_exact|address_fuzzy|society_exact
MBR_100357,SOC_100359,0.94,deterministic,member_number_exact|email_domain_fuzzy|address_fuzzy
MBR_100357,CONF_100360,0.99,deterministic,member_number_exact|name_exact|phone_exact|society_exact
SEC_100358,SOC_100359,0.94,deterministic,member_number_exact|email_domain_fuzzy|address_fuzzy
SEC_100358,CONF_100360,0.99,deterministic,member_number_exact|name_exact|phone_exact|society_exact
SOC_100359,CONF_100360,0.82,deterministic,member_number_exact
MBR_100361,XPL_100362,0.59,probabilistic,email_domain_fuzzy|name_exact
MBR_100361,CONF_100363,0.99,deterministic,member_number_exact|email_exact
MBR_100361,SOC_100364,0.99,deterministic,member_number_exact|email_domain_fuzzy|phone_exact|address_fuzzy
XPL_100362,CONF_100363,0.58,probabilistic,email_domain_fuzzy|phone_exact|society_exact
XPL_100362,SOC_100364,0.64,probabilistic,email_exact|society_exact
CONF_100363,SOC_100364,0.88,deterministic,member_number_exact|email_domain_fuzzy|society_exact
MBR_100365,SOC_100366,0.97,deterministic,member_number_exact|email_domain_fuzzy|address_fuzzy|society_exact
MBR_100365,CONF_100367,0.79,probabilistic,email_domain_fuzzy|name_exact|phone_exact|address_fuzzy|society_exact
MBR_100365,SEC_100368,0.97,deterministic,member_number_exact|email_domain_fuzzy|address_fuzzy|society_exact
SOC_100366,CONF_100367,0.69,probabilistic,email_exact|address_fuzzy|society_exact
SOC_100366,SEC_100368,0.99,deterministic,member_number_exact|email_domain_fuzzy|phone_exact|address_fuzzy|society_exact
CONF_100367,SEC_100368,0.57,probabilistic,email_domain_fuzzy|address_fuzzy|society_exact
MBR_100369,XPL_100370,0.55,probabilistic,email_domain_fuzzy|address_fuzzy|society_exact
MBR_100373,CONF_100374,0.86,deterministic,member_number_exact|society_exact
MBR_100373,XPL_100375,0.48,probabilistic,email_domain_fuzzy|society_exact
MBR_100373,SEC_100376,0.92,deterministic,member_number_exact|email_domain_fuzzy|society_exact
CONF_100374,XPL_100375,0.61,probabilistic,phone_exact|address_fuzzy|society_exact
CONF_100374,SEC_100376,0.99,deterministic,member_number_exact|name_exact|phone_exact|address_fuzzy|society_exact
XPL_100375,SEC_100376,0.67,probabilistic,email_domain_fuzzy|phone_exact|address_fuzzy|society_exact
MBR_100379,CONF_100380,0.71,probabilistic,name_exact|phone_exact|address_fuzzy|society_exact
MBR_100379,SEC_100381,0.99,deterministic,member_number_exact|name_exact|address_fuzzy|society_exact
CONF_100380,SEC_100381,0.63,probabilistic,name_exact|address_fuzzy|society_exact
MBR_100382,SOC_100383,0.95,deterministic,member_number_exact|phone_exact|society_exact
MBR_100382,SEC_100384,0.99,deterministic,member_number_exact|email_domain_fuzzy|name_exact|society_exact
MBR_100382,CONF_100385,0.71,probabilistic,email_domain_fuzzy|name_exact|address_fuzzy|society_exact
SOC_100383,SEC_100384,0.86,deterministic,member_number_exact|society_exact
SOC_100383,CONF_100385,0.43,probabilistic,society_exact
SEC_100384,CONF_100385,0.9,probabilistic,email_exact|name_exact|phone_exact|society_exact
MBR_100386,CONF_100387,0.57,probabilistic,name_exact|society_exact
MBR_100388,XPL_100389,0.81,probabilistic,email_domain_fuzzy|name_exact|phone_exact|address_fuzzy|society_exact
MBR_100390,SOC_100391,0.91,deterministic,member_number_exact|email_domain_fuzzy|address_fuzzy|society_exact
MBR_100390,SEC_100392,0.99,deterministic,member_number_exact|name_exact|phone_exact|address_fuzzy|society_exact
SOC_100391,SEC_100392,0.94,deterministic,member_number_exact|address_fuzzy|society_exact
MBR_100393,CONF_100394,0.84,deterministic,member_number_exact|address_fuzzy
MBR_100395,XPL_100396,0.76,probabilistic,email_exact|phone_exact|address_fuzzy
MBR_100395,SEC_100397,0.99,deterministic,member_number_exact|name_exact|address_fuzzy|society_exact
MBR_100395,CONF_100398,0.95,deterministic,member_number_exact|address_fuzzy|society_exact
XPL_100396,SEC_100397,0.48,probabilistic,address_fuzzy
XPL_100396,CONF_100398,0.61,probabilistic,name_exact|address_fuzzy
SEC_100397,CONF_100398,0.93,deterministic,member_number_exact|address_fuzzy|society_exact
MBR_100399,SOC_100400,0.99,deterministic,member_number_exact|email_domain_fuzzy|name_exact|phone_exact|society_exact
MBR_100402,SEC_100403,0.99,deterministic,member_number_exact|email_domain_fuzzy|name_exact|phone_exact|address_fuzzy|society_exact
MBR_100402,SOC_100404,0.99,deterministic,member_number_exact|name_exact|phone_exact|society_exact
MBR_100402,XPL_100405,0.81,probabilistic,email_domain_fuzzy|name_exact|phone_exact|address_fuzzy|society_exact
SEC_100403,SOC_100404,0.99,deterministic,member_number_exact|name_exact|phone_exact|society_exact
SEC_100403,XPL_100405,0.96,probabilistic,email_exact|name_exact|phone_exact|address_fuzzy|society_exact
SOC_100404,XPL_100405,0.67,probabilistic,name_exact|phone_exact|society_exact
MBR_100406,SOC_100407,0.99,deterministic,member_number_exact|phone_exact|address_fuzzy|society_exact
MBR_100408,SEC_100409,0.99,deterministic,member_number_exact|email_domain_fuzzy|name_exact|phone_exact|address_fuzzy|society_exact
MBR_100410,CONF_100411,0.5,probabilistic,name_fuzzy|society_exact
MBR_100412,CONF_100413,0.8,probabilistic,email_domain_fuzzy|name_exact|phone_exact|address_fuzzy|society_exact
MBR_100412,SOC_100414,0.99,deterministic,member_number_exact|email_exact|phone_exact|address_fuzzy
MBR_100412,XPL_100415,0.81,probabilistic,email_domain_fuzzy|name_exact|phone_exact|address_fuzzy|society_exact
CONF_100413,SOC_100414,0.61,probabilistic,email_domain_fuzzy|phone_exact|address_fuzzy
CONF_100413,XPL_100415,0.83,probabilistic,email_domain_fuzzy|name_exact|phone_exact|address_fuzzy|society_exact
SOC_100414,XPL_100415,0.64,probabilistic,email_domain_fuzzy|phone_exact|address_fuzzy
MBR_100416,CONF_100417,0.99,deterministic,member_number_exact|name_exact|society_exact
MBR_100418,CONF_100419,0.62,probabilistic,name_exact|address_fuzzy
MBR_100418,SOC_100420,0.99,deterministic,member_number_exact|email_domain_fuzzy|name_exact|address_fuzzy|society_exact
CONF_100419,SOC_100420,0.63,probabilistic,name_exact|address_fuzzy
MBR_100421,XPL_100422,0.98,deterministic,member_number_exact|email_domain_fuzzy|address_fuzzy|society_exact
MBR_100421,SOC_100423,0.99,deterministic,member_number_exact|name_exact|phone_exact
XPL_100422,SOC_100423,0.81,deterministic,member_number_exact
MBR_100424,SEC_100425,0.99,deterministic,member_number_exact|name_exact|society_exact
MBR_100424,XPL_100426,0.7,probabilistic,email_domain_fuzzy|name_exact|phone_exact
SEC_100425,XPL_100426,0.59,probabilistic,name_exact|address_fuzzy
MBR_100427,SEC_100428,0.99,deterministic,member_number_exact|email_domain_fuzzy|name_fuzzy|phone_exact|address_fuzzy|society_exact
MBR_100427,XPL_100429,0.81,probabilistic,email_domain_fuzzy|name_exact|phone_exact|address_fuzzy|society_exact
SEC_100428,XPL_100429,0.71,probabilistic,email_domain_fuzzy|name_fuzzy|phone_exact|address_fuzzy|society_exact
MBR_100430,SEC_100431,0.93,deterministic,member_number_exact|address_fuzzy|society_exact
MBR_100433,XPL_100434,0.56,probabilistic,email_domain_fuzzy|address_fuzzy|society_exact
MBR_100436,CONF_100437,0.75,probabilistic,name_exact|phone_exact|address_fuzzy|society_exact
MBR_100436,SEC_100438,0.99,deterministic,member_number_exact|email_domain_fuzzy|name_exact|phone_exact|address_fuzzy|society_exact
CONF_100437,SEC_100438,0.75,probabilistic,name_exact|phone_exact|address_fuzzy|society_exact
MBR_100440,CONF_100441,0.99,deterministic,member_number_exact|name_fuzzy|phone_exact|address_fuzzy|society_exact
MBR_100440,SOC_100442,0.99,deterministic,member_number_exact|name_fuzzy|address_fuzzy|society_exact
MBR_100440,XPL_100443,0.99,deterministic,member_number_exact|email_domain_fuzzy|name_fuzzy|address_fuzzy|society_exact
CONF_100441,SOC_100442,0.99,deterministic,member_number_exact|name_exact|address_fuzzy|society_exact
CONF_100441,XPL_100443,0.99,deterministic,member_number_exact|name_exact|address_fuzzy|society_exact
SOC_100442,XPL_100443,0.99,deterministic,member_number_exact|name_exact|phone_exact|address_fuzzy|society_exact
MBR_100444,SEC_100445,0.99,deterministic,member_number_exact|name_fuzzy|address_fuzzy|society_exact
MBR_100444,XPL_100446,0.97,deterministic,member_number_exact|email_domain_fuzzy|name_fuzzy|society_exact
MBR_100444,SOC_100447,0.99,deterministic,member_number_exact|name_fuzzy|address_fuzzy|society_exact
SEC_100445,XPL_100446,0.99,deterministic,member_number_exact|name_exact|phone_exact|society_exact
SEC_100445,SOC_100447,0.99,deterministic,member_number_exact|email_exact|name_exact|phone_exact|address_fuzzy|society_exact
XPL_100446,SOC_100447,0.99,deterministic,member_number_exact|name_exact|phone_exact|society_exact
MBR_100448,SOC_100449,0.99,deterministic,member_number_exact|email_domain_fuzzy|name_exact|address_fuzzy|society_exact
MBR_100448,SEC_100450,0.99,deterministic,member_number_exact|email_exact|name_exact|society_exact
MBR_100448,CONF_100451,0.99,deterministic,member_number_exact|name_exact|address_fuzzy|society_exact
SOC_100449,SEC_100450,0.99,deterministic,member_number_exact|email_domain_fuzzy|name_exact|phone_exact|society_exact
SOC_100449,CONF_100451,0.99,deterministic,member_number_exact|name_exact|phone_exact|address_fuzzy|society_exact
SEC_100450,CONF_100451,0.99,deterministic,member_number_exact|name_exact|phone_exact|society_exact
MBR_100452,XPL_100453,0.99,deterministic,member_number_exact|email_exact|phone_exact|address_fuzzy|society_exact
MBR_100452,SOC_100454,0.99,deterministic,member_number_exact|name_exact|phone_exact|address_fuzzy|society_exact
MBR_100452,CONF_100455,0.99,deterministic,member_number_exact|phone_exact|address_fuzzy
XPL_100453,SOC_100454,0.99,deterministic,member_number_exact|phone_exact|address_fuzzy|society_exact
XPL_100453,CONF_100455,0.99,deterministic,member_number_exact|phone_exact|address_fuzzy
SOC_100454,CONF_100455,0.99,deterministic,member_number_exact|phone_exact|address_fuzzy
MBR_100457,SOC_100458,0.99,deterministic,member_number_exact|email_domain_fuzzy|name_exact|society_exact
MBR_100457,SEC_100459,0.96,deterministic,member_number_exact|phone_exact|society_exact
MBR_100457,CONF_100460,0.99,deterministic,member_number_exact|name_exact|phone_exact|society_exact
SOC_100458,SEC_100459,0.85,deterministic,member_number_exact|society_exact
SOC_100458,CONF_100460,0.99,deterministic,member_number_exact|name_exact|society_exact
SEC_100459,CONF_100460,0.98,deterministic,member_number_exact|phone_exact|address_fuzzy|society_exact
MBR_100461,SEC_100462,0.99,deterministic,member_number_exact|name_exact|phone_exact
MBR_100463,SEC_100464,0.99,deterministic,member_number_exact|name_exact|address_fuzzy
MBR_100466,SOC_100467,0.99,deterministic,member_number_exact|name_exact|address_fuzzy|society_exact
MBR_100466,XPL_100468,0.51,probabilistic,email_domain_fuzzy|address_fuzzy|society_exact
SOC_100467,XPL_100468,0.53,probabilistic,address_fuzzy|society_exact
MBR_100469,SEC_100470,0.99,deterministic,member_number_exact|name_exact|society_exact
MBR_100469,SOC_100471,0.91,deterministic,member_number_exact|email_domain_fuzzy|society_exact
SEC_100470,SOC_100471,0.86,deterministic,member_number_exact|society_exact
MBR_100473,SOC_100474,0.88,deterministic,member_number_exact|address_fuzzy
MBR_100473,CONF_100475,0.99,deterministic,member_number_exact|email_exact|name_exact|address_fuzzy
SOC_100474,CONF_100475,0.98,deterministic,member_number_exact|phone_exact|address_fuzzy|society_exact
MBR_100476,XPL_100477,0.54,probabilistic,email_domain_fuzzy|address_fuzzy|society_exact
MBR_100476,CONF_100478,0.49,probabilistic,address_fuzzy|society_exact
XPL_100477,CONF_100478,0.65,probabilistic,name_exact|address_fuzzy|society_exact
MBR_100480,SEC_100481,0.99,deterministic,member_number_exact|email_exact|name_exact|phone_exact|address_fuzzy|society_exact
MBR_100480,SOC_100482,0.99,deterministic,member_number_exact|email_domain_fuzzy|phone_exact|address_fuzzy|society_exact
MBR_100480,CONF_100483,0.99,deterministic,member_number_exact|name_exact|phone_exact|address_fuzzy|society_exact
SEC_100481,SOC_100482,0.99,deterministic,member_number_exact|email_domain_fuzzy|phone_exact|address_fuzzy|society_exact
SEC_100481,CONF_100483,0.99,deterministic,member_number_exact|name_exact|phone_exact|address_fuzzy|society_exact
SOC_100482,CONF_100483,0.99,deterministic,member_number_exact|phone_exact|address_fuzzy|society_exact
MBR_100484,CONF_100485,0.99,deterministic,member_number_exact|name_exact|phone_exact|society_exact
MBR_100484,SOC_100486,0.99,deterministic,member_number_exact|name_exact|society_exact
MBR_100484,XPL_100487,0.99,deterministic,member_number_exact|email_domain_fuzzy|name_exact|phone_exact|society_exact
CONF_100485,SOC_100486,0.99,deterministic,member_number_exact|name_exact|society_exact
CONF_100485,XPL_100487,0.99,deterministic,member_number_exact|name_exact|phone_exact|address_fuzzy|society_exact
SOC_100486,XPL_100487,0.99,deterministic,member_number_exact|name_exact|society_exact
MBR_100488,SOC_100489,0.99,deterministic,member_number_exact|name_exact|address_fuzzy|society_exact
MBR_100488,XPL_100490,0.8,probabilistic,email_exact|phone_exact|address_fuzzy|society_exact
MBR_100488,CONF_100491,0.71,probabilistic,email_domain_fuzzy|name_exact|address_fuzzy|society_exact
SOC_100489,XPL_100490,0.5,probabilistic,address_fuzzy|society_exact
SOC_100489,CONF_100491,0.66,probabilistic,name_exact|address_fuzzy|society_exact
XPL_100490,CONF_100491,0.55,probabilistic,email_domain_fuzzy|address_fuzzy|society_exact
MBR_100492,SOC_100493,0.99,deterministic,member_number_exact|phone_exact|address_fuzzy|society_exact
MBR_100492,CONF_100494,0.99,deterministic,member_number_exact|phone_exact|address_fuzzy|society_exact
SOC_100493,CONF_100494,0.99,deterministic,member_number_exact|name_exact|phone_exact|address_fuzzy|society_exact
MBR_100495,CONF_100496,0.99,deterministic,member_number_exact|email_exact|phone_exact
MBR_100495,SOC_100497,0.99,deterministic,member_number_exact|name_exact|society_exact
MBR_100495,SEC_100498,0.95,deterministic,member_number_exact|phone_exact|society_exact
CONF_100496,SOC_100497,0.91,deterministic,member_number_exact|address_fuzzy
CONF_100496,SEC_100498,0.99,deterministic,member_number_exact|phone_exact|address_fuzzy
SOC_100497,SEC_100498,0.98,deterministic,member_number_exact|email_domain_fuzzy|address_fuzzy|society_exact
MBR_100500,XPL_100501,0.61,probabilistic,email_domain_fuzzy|name_exact|society_exact
MBR_100500,SEC_100502,0.94,deterministic,member_number_exact|email_domain_fuzzy|address_fuzzy
XPL_100501,SEC_100502,0.46,probabilistic,email_domain_fuzzy
MBR_100503,SEC_100504,0.99,deterministic,member_number_exact|name_exact|address_fuzzy|society_exact
MBR_100505,SOC_100506,0.91,deterministic,member_number_exact|email_domain_fuzzy|society_exact
MBR_100505,XPL_100507,0.99,deterministic,member_number_exact|email_domain_fuzzy|phone_exact|address_fuzzy|society_exact
MBR_100505,SEC_100508,0.93,deterministic,member_number_exact|address_fuzzy|society_exact
SOC_100506,XPL_100507,0.99,deterministic,member_number_exact|email_domain_fuzzy|name_exact|society_exact
SOC_100506,SEC_100508,0.99,deterministic,member_number_exact|name_exact|phone_exact|society_exact
XPL_100507,SEC_100508,0.99,deterministic,member_number_exact|name_exact|address_fuzzy|society_exact
MBR_100509,SOC_100510,0.99,deterministic,member_number_exact|name_exact|address_fuzzy
MBR_100509,SEC_100511,0.99,deterministic,member_number_exact|email_exact|phone_exact
MBR_100509,XPL_100512,0.99,deterministic,member_number_exact|email_exact|name_exact|phone_exact|address_fuzzy
SOC_100510,SEC_100511,0.85,deterministic,member_number_exact|society_exact
SOC_100510,XPL_100512,0.99,deterministic,member_number_exact|name_exact|address_fuzzy|society_exact
SEC_100511,XPL_100512,0.99,deterministic,member_number_exact|email_exact|phone_exact|society_exact
MBR_100513,SEC_100514,0.99,deterministic,member_number_exact|name_exact|address_fuzzy|society_exact
MBR_100517,CONF_100518,0.96,deterministic,member_number_exact|phone_exact|society_exact
MBR_100519,SOC_100520,0.99,deterministic,member_number_exact|name_exact|address_fuzzy
MBR_100519,XPL_100521,0.95,deterministic,member_number_exact|email_domain_fuzzy|address_fuzzy
SOC_100520,XPL_100521,0.92,deterministic,member_number_exact|address_fuzzy|society_exact
MBR_100522,SEC_100523,0.94,deterministic,member_number_exact|address_fuzzy|society_exact
MBR_100522,CONF_100524,0.68,probabilistic,name_exact|address_fuzzy|society_exact
SEC_100523,CONF_100524,0.62,probabilistic,phone_exact|address_fuzzy|society_exact
MBR_100525,SEC_100526,0.99,deterministic,member_number_exact|name_exact|address_fuzzy|society_exact
MBR_100525,CONF_100527,0.95,deterministic,member_number_exact|address_fuzzy|society_exact
MBR_100525,XPL_100528,0.76,probabilistic,email_domain_fuzzy|name_exact|phone_exact|address_fuzzy|society_exact
SEC_100526,CONF_100527,0.95,deterministic,member_number_exact|address_fuzzy|society_exact
SEC_100526,XPL_100528,0.62,probabilistic,name_exact|address_fuzzy|society_exact
CONF_100527,XPL_100528,0.47,probabilistic,address_fuzzy|society_exact
MBR_100529,SOC_100530,0.99,deterministic,member_number_exact|name_exact|phone_exact
MBR_100529,CONF_100531,0.99,deterministic,member_number_exact|email_exact|name_exact|phone_exact|address_fuzzy
MBR_100529,XPL_100532,0.99,deterministic,member_number_exact|email_domain_fuzzy|name_exact|phone_exact|address_fuzzy
SOC_100530,CONF_100531,0.99,deterministic,member_number_exact|name_exact|phone_exact|society_exact
SOC_100530,XPL_100532,0.99,deterministic,member_number_exact|name_exact|phone_exact|society_exact
CONF_100531,XPL_100532,0.99,deterministic,member_number_exact|email_domain_fuzzy|name_exact|phone_exact|address_fuzzy|society_exact
MBR_100533,SEC_100534,0.99,deterministic,member_number_exact|email_domain_fuzzy|name_exact|address_fuzzy
MBR_100533,SOC_100535,0.94,deterministic,member_number_exact|email_domain_fuzzy|address_fuzzy
MBR_100533,XPL_100536,0.86,deterministic,member_number_exact|email_domain_fuzzy
SEC_100534,SOC_100535,0.99,deterministic,member_number_exact|email_domain_fuzzy|phone_exact|address_fuzzy|society_exact
SEC_100534,XPL_100536,0.99,deterministic,member_number_exact|email_exact|phone_exact|society_exact
SOC_100535,XPL_100536,0.99,deterministic,member_number_exact|email_domain_fuzzy|name_exact|phone_exact|society_exact
MBR_100537,CONF_100538,0.99,deterministic,member_number_exact|name_exact|address_fuzzy|society_exact
MBR_100537,SOC_100539,0.99,deterministic,member_number_exact|name_exact|address_fuzzy|society_exact
MBR_100537,SEC_100540,0.99,deterministic,member_number_exact|email_domain_fuzzy|phone_exact|address_fuzzy|society_exact
CONF_100538,SOC_100539,0.99,deterministic,member_number_exact|name_exact|phone_exact|address_fuzzy|society_exact
CONF_100538,SEC_100540,0.91,deterministic,member_number_exact|address_fuzzy|society_exact
SOC_100539,SEC_100540,0.9,deterministic,member_number_exact|address_fuzzy|society_exact
MBR_100542,SOC_100543,0.99,deterministic,member_number_exact|email_domain_fuzzy|name_exact|address_fuzzy
MBR_100544,SEC_100545,0.99,deterministic,member_number_exact|email_domain_fuzzy|name_fuzzy|phone_exact|address_fuzzy|society_exact
MBR_100544,XPL_100546,0.81,probabilistic,email_domain_fuzzy|name_exact|phone_exact|address_fuzzy|society_exact
SEC_100545,XPL_100546,0.7,probabilistic,email_domain_fuzzy|name_fuzzy|phone_exact|address_fuzzy|society_exact
MBR_100547,SEC_100548,0.99,deterministic,member_number_exact|email_domain_fuzzy|address_fuzzy|society_exact
MBR_100547,XPL_100549,0.56,probabilistic,email_domain_fuzzy|address_fuzzy|society_exact
MBR_100547,CONF_100550,0.95,deterministic,member_number_exact|email_domain_fuzzy|address_fuzzy|society_exact
SEC_100548,XPL_100549,0.72,probabilistic,email_domain_fuzzy|name_fuzzy|phone_exact|address_fuzzy|society_exact
SEC_100548,CONF_100550,0.99,deterministic,member_number_exact|email_domain_fuzzy|name_exact|phone_exact|address_fuzzy|society_exact
XPL_100549,CONF_100550,0.72,probabilistic,email_domain_fuzzy|name_fuzzy|phone_exact|address_fuzzy|society_exact
MBR_100551,XPL_100552,0.56,probabilistic,email_domain_fuzzy|address_fuzzy|society_exact
MBR_100551,SEC_100553,0.98,deterministic,member_number_exact|email_domain_fuzzy|address_fuzzy|society_exact
XPL_100552,SEC_100553,0.97,probabilistic,email_exact|name_exact|phone_exact|address_fuzzy|society_exact
MBR_100554,CONF_100555,0.94,deterministic,member_number_exact|phone_exact|society_exact
MBR_100554,SEC_100556,0.99,deterministic,member_number_exact|email_exact|phone_exact|society_exact
CONF_100555,SEC_100556,0.99,deterministic,member_number_exact|name_exact|phone_exact|address_fuzzy|society_exact
MBR_100558,SOC_100559,0.96,deterministic,member_number_exact|phone_exact|society_exact
